variant,n_changed,oof_rae,oof_spearman,oof_kendall,oof_r2,te_std,te_mean
clean_v2,4551,0.563348775964722,0.7311099460214255,0.5381546792118032,0.6050519182248808,0.6378668427856915,4.767571918933492
clean_v1,4518,0.5676646306527506,0.7285542724740761,0.5355012146611171,0.6014420252333285,0.6343059085135492,4.764925998138483
clean_v3,4518,0.5676646306527506,0.7285542724740761,0.5355012146611171,0.6014420252333285,0.6343059085135492,4.764925998138483
clean_v4,4533,0.5684954305983878,0.7271233097485613,0.5348108409958859,0.5960957466161786,0.6234964946015328,4.763135900175142
