name,train_oof_path,te_path,train_oof_rae,te_unblind_rae,tr_std,te_std
oof_nb174_top10_lgbm,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb174_top10_lgbm.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb174_top10_lgbm.npy,0.3091883968835453,0.7657382119269754,1.0350370551608814,0.6043383263843357
oof_nb171_catboost_extended,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb171_catboost_extended.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb171_catboost_extended.npy,0.31013838278814504,0.754690098647674,1.0302249491427256,0.6066701596141126
oof_nb152_lgbm_mae_tuned,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb152_lgbm_mae_tuned.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb152_lgbm_mae_tuned.npy,0.31039121014380355,0.7657047752050574,1.0384437864450353,0.6035113045647296
oof_nb149_dis_aug,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb149_dis_aug.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb149_dis_aug.npy,0.3107827987103735,0.7586220617970317,1.0018193036925573,0.564666940093566
oof_nb392_mmd_match,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb392_mmd_match.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb392_mmd_match.npy,0.3108312114886601,0.709213712242761,0.9842479292985286,0.5803138882388298
oof_nb169_rf_et_mae,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb169_rf_et_mae.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb169_rf_et_mae.npy,0.3109579796340478,0.7507069563243404,1.0341819362887206,0.6139486161769389
oof_nb145_level3_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb145_level3_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb145_level3_meta.npy,0.3124501792600442,0.7356692895353134,1.0226283601032604,0.5958211952925175
oof_nb144_grand_v10,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb144_grand_v10.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb144_grand_v10.npy,0.3126007319125564,0.7379356684160664,1.0252671197828942,0.5973341637870961
oof_nb143_oofassay_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb143_oofassay_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb143_oofassay_meta.npy,0.3143100440053922,0.7404641149727479,1.0380375282426264,0.6062152739358242
oof_nb147_oofrdkit_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb147_oofrdkit_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb147_oofrdkit_meta.npy,0.3257865282015888,0.7386897504095852,1.0409444288972116,0.6142680112740692
oof_delta_loso,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_delta_loso.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_delta_loso.npy,0.3266156893868632,0.8296504154235612,0.9563790154669317,0.4552277391950463
oof_multi_template_delta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_multi_template_delta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_multi_template_delta.npy,0.326640098054466,0.8221532012053901,0.9564700371876121,0.45324260500478186
oof_delta_uncertainty,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_delta_uncertainty.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_delta_uncertainty.npy,0.3268260494478914,0.8211060520672151,0.9562479565927791,0.45298666483162214
oof_reverse_delta_ml,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_reverse_delta_ml.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_reverse_delta_ml.npy,0.3269402248961976,0.8231991861164584,0.9561001902369534,0.44983011099053927
oof_nb140_xgb_lgbm_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb140_xgb_lgbm_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb140_xgb_lgbm_meta.npy,0.3292009665309302,0.7313835283496438,1.0377781472793701,0.6223514444966178
oof_nb134_grand_v9,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb134_grand_v9.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb134_grand_v9.npy,0.33026203031342477,0.7257324064037918,1.0074150455088324,0.5902471736885089
oof_nb163_lgbm_colsample,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb163_lgbm_colsample.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb163_lgbm_colsample.npy,0.33319800434115976,0.7343727199362977,1.0120035574493695,0.5937958140610281
oof_nb136_xgb_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb136_xgb_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb136_xgb_meta.npy,0.3334122090138601,0.725665945818155,1.028898987109359,0.6059258091180255
oof_nb142_xgb_calibrated,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb142_xgb_calibrated.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb142_xgb_calibrated.npy,0.3334122090138601,0.725665945818155,1.028898987109359,0.6059258091180255
oof_nb141_xgb_ablation,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb141_xgb_ablation.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb141_xgb_ablation.npy,0.33791689518092527,0.7270100250929705,1.0364092281686186,0.6153176573539348
oof_nb139_adaptive_blend,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb139_adaptive_blend.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb139_adaptive_blend.npy,0.3544454640274859,0.7212631963979831,0.9624470555607892,0.5744567580190952
oof_nb138_elnet_final,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb138_elnet_final.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb138_elnet_final.npy,0.3553572273533279,0.7255835265450004,0.9583893447446024,0.570278177239268
oof_nb129_final_blend,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb129_final_blend.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb129_final_blend.npy,0.35556677956540955,0.7224673373500254,0.9623102257430571,0.5743667354924242
oof_nb127_exhaustive_blend,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb127_exhaustive_blend.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb127_exhaustive_blend.npy,0.36888223243154006,0.7525520825815862,0.9815188435263509,0.5925125270147638
oof_nb125_2way,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb125_2way.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb125_2way.npy,0.3692926978418012,0.7600257682966298,0.9746112660294122,0.5935715261997917
oof_nb119_optuna_ensemble,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb119_optuna_ensemble.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb119_optuna_ensemble.npy,0.3706177280316038,0.7734997414533941,0.9714683449481677,0.5882045065764677
oof_nb125_enet,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb125_enet.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb125_enet.npy,0.3715452184814117,0.7484923434502876,0.9817154482393424,0.6015425280037549
oof_nb109_deep_meta_stack_calib,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb109_deep_meta_stack_calib.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb109_deep_meta_stack_calib.npy,0.3733973462066007,0.7441261672821375,0.9997156848956898,0.610533403534295
oof_nb109_deep_meta_stack,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb109_deep_meta_stack.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb109_deep_meta_stack.npy,0.37406593146132117,0.742958711288211,0.9948615320945847,0.6096765232384012
oof_nb117_knn_residual,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb117_knn_residual.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb117_knn_residual.npy,0.37406593146132117,0.742958711288211,0.9948615320945847,0.6096765232384012
oof_nb124_scaffold_specific,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb124_scaffold_specific.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb124_scaffold_specific.npy,0.3740779562722497,0.736383050210563,0.9948982394635513,0.6084044319157966
oof_nb125_lgbm_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb125_lgbm_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb125_lgbm_meta.npy,0.37480617949194434,0.766051458104229,1.005804927590014,0.5797337446116565
oof_nb111_selectivity_primary,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb111_selectivity_primary.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb111_selectivity_primary.npy,0.375446058766342,0.7651610584826661,0.9964132582922923,0.6171468132818255
oof_nb125_ridge,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb125_ridge.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb125_ridge.npy,0.37546800384541185,0.7339665900640079,0.990632042830646,0.6067812463329427
oof_nb123_lad_l1,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb123_lad_l1.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb123_lad_l1.npy,0.37629826551362655,0.7440479936850641,0.9679257318854867,0.5902084366867704
oof_nb122_nonlinear_meta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb122_nonlinear_meta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb122_nonlinear_meta.npy,0.3768967065411108,0.7437111972353838,0.9896933805906551,0.5825231711670803
oof_nb107_assay_decomp_calib,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb107_assay_decomp_calib.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb107_assay_decomp_calib.npy,0.3782389461819992,0.7447127733212565,0.9929644504498372,0.6347508963162714
oof_nb107_assay_decomp,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb107_assay_decomp.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb107_assay_decomp.npy,0.3785246676869906,0.7439500623432751,0.9895277707939284,0.6337795817911643
oof_nb108_grand_v2,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb108_grand_v2.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb108_grand_v2.npy,0.3785881068399864,1.3207913653316783,0.9944373729004852,0.5038082545105481
oof_nb128_rf_et_aug,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb128_rf_et_aug.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb128_rf_et_aug.npy,0.3787063716592014,0.7376415754873745,0.9986812517149702,0.6295553031485954
oof_nb120_huber_0_5,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb120_huber_0_5.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb120_huber_0_5.npy,0.3792749163243313,0.7513164187634647,0.9887510187070058,0.6450704259527141
oof_nb128_et_aug,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb128_et_aug.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb128_et_aug.npy,0.3793327816725456,0.7319943010788307,0.994935267449197,0.6310171196994471
oof_nb123_fair_1.0,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb123_fair_1.0.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb123_fair_1.0.npy,0.37947305343583915,0.7390725261985824,0.9881255195375678,0.6327044393083066
oof_nb120_mape,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb120_mape.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb120_mape.npy,0.38001092528997404,0.7662667490108358,0.9953781095894126,0.5889915699496258
oof_nb128_rf_aug,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb128_rf_aug.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb128_rf_aug.npy,0.3804811748498346,0.745418622430016,1.0035192962667023,0.629375807907071
oof_nb123_huber_1.0,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb123_huber_1.0.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb123_huber_1.0.npy,0.38223067461756,0.7490401247935102,0.994424518224383,0.6425905660415843
oof_nb319_strict_ood,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb319_strict_ood.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb319_strict_ood.npy,0.3836199894252029,0.7382227020558058,0.9626549116022808,0.6237236312761898
oof_nb120_huber_1_0,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb120_huber_1_0.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb120_huber_1_0.npy,0.3836609373735588,0.7460841977755747,0.9807050387817143,0.6421517696090046
oof_nb120_huber_2_0,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb120_huber_2_0.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb120_huber_2_0.npy,0.38392123336502104,0.7501893781890057,0.9756084728769767,0.6398397620675103
oof_nb121_test_sim_weighted,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb121_test_sim_weighted.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb121_test_sim_weighted.npy,0.38441737481269156,0.7448248151265504,0.9861294009811986,0.6330517619927238
oof_nb123_mse_reference,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb123_mse_reference.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb123_mse_reference.npy,0.3847302307833323,0.7439849947155797,0.9796765724251135,0.6342544337210699
oof_nb116_quantile_q50,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb116_quantile_q50.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb116_quantile_q50.npy,0.387092001365816,0.7404252383345625,0.9783606502726547,0.6374543500003894
oof_nb110_scaffold_prior,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb110_scaffold_prior.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb110_scaffold_prior.npy,0.3880010350022851,0.7543111489948772,0.9858391085777316,0.6261405787389159
oof_nb126_classifier_conditioned,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb126_classifier_conditioned.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb126_classifier_conditioned.npy,0.39293308763417917,0.7507385810126035,0.9561078932378775,0.673255880925247
oof_nb148_meta_disagreement,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb148_meta_disagreement.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb148_meta_disagreement.npy,0.3934618921157799,0.7418351649035628,1.0204941972651167,0.6977190002184452
oof_nb115_extreme_weighted,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb115_extreme_weighted.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb115_extreme_weighted.npy,0.39787565273891284,0.7346748528708776,0.965262507411469,0.6693397983984433
oof_nb101_delta_base_calib,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb101_delta_base_calib.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb101_delta_base_calib.npy,0.4027917792321046,0.8749322098918607,0.9573890572011351,0.5203345988443936
oof_nested_cv_ensemble,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nested_cv_ensemble.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_nested_cv_ensemble.npy,0.41078273368868123,0.7781733420905212,0.9779351763442496,0.5566155678694864
oof_nb101_delta_base,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb101_delta_base.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb101_delta_base.npy,0.4164074681576239,0.8679395488805085,0.9018004456829033,0.5073614777339751
oof_delta_ml,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_delta_ml.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_delta_ml.npy,0.4164074681576239,0.8679395488805085,0.9018004456829033,0.5073614777339751
oof_nb103_seed_propagation,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb103_seed_propagation.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb103_seed_propagation.npy,0.4195601734169324,0.9564913831995431,0.9091928329591425,0.5912270481672688
oof_counter_delta,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_counter_delta.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_counter_delta.npy,0.4445786028796538,0.8095512099607401,0.9278885731481592,0.5631575670568225
oof_nb221_singleconc_aux,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb221_singleconc_aux.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb221_singleconc_aux.npy,0.45452259048854327,0.7812597132873487,0.9622092898823983,0.7104653292421632
oof_nb179_fresh,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb179_fresh.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb179_fresh.npy,0.49829413548625057,0.7437679897822748,0.9159534817884709,0.4523976021872705
oof_nb135_sc_neighborhood,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb135_sc_neighborhood.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb135_sc_neighborhood.npy,0.506860508849655,0.9319466376219161,0.9564464084517326,0.5958637526163082
oof_nb260_id_aware,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb260_id_aware.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb260_id_aware.npy,0.5079687222417668,0.8458863395106069,0.8799091907972957,0.3130504546020769
oof_consensus_delta_ml,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_consensus_delta_ml.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_consensus_delta_ml.npy,0.5172795792218684,0.7711679510363596,0.8307793705530597,0.4363602538186049
oof_cliff_adaptive_blend,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_cliff_adaptive_blend.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_oof_cliff_adaptive_blend.npy,0.5188634364098464,1.1599607369251186,0.900876191796973,8.881784197001252e-16
oof_nb215_chemist_features,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb215_chemist_features.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb215_chemist_features.npy,0.5239372533960388,0.825966957563976,0.8820865057026176,0.5036787198256969
oof_nb99_sc_bio_fp,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb99_sc_bio_fp.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb99_sc_bio_fp.npy,0.5249336903721954,0.727941258303133,0.9128378581355531,0.6342307873247801
oof_grand_v6b_calib,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand_v6b_calib.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand_v6b_calib.npy,0.5249740946803179,0.640877097049417,0.9059809828831665,0.6379677644676645
oof_grand_v6c,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand_v6c.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand_v6c.npy,0.5280536020125111,0.6488075850474848,0.8952594368739824,0.610272811067368
oof_grand_v6b,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand_v6b.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand_v6b.npy,0.5280536020125111,0.6488075850474848,0.8952594368739824,0.610272811067368
oof_nb137_counter_delta_exp,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb137_counter_delta_exp.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb137_counter_delta_exp.npy,0.5343012567553603,0.82105712425527,0.9242856873413112,0.62890507045007
oof_grand25,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand25.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand25.npy,0.5355539512213334,0.6882913390232956,0.8972919754454436,0.6292894980861732
oof_grand24,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand24.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand24.npy,0.5358013678957058,0.6891173920725686,0.8969510645274039,0.6296214753851243
oof_grand23,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand23.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand23.npy,0.5360035120072755,0.6956106278103422,0.896368254966061,0.6310139387689292
oof_grand18,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand18.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand18.npy,0.5362574483755984,0.6972014408396037,0.8972457659046668,0.6396138602840157
oof_lgbm_tuned,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_lgbm_tuned.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_lgbm_tuned.npy,0.5394265121007491,0.7393577731093235,0.8776914368472677,0.671202062704434
oof_nb172_brute_ensemble,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb172_brute_ensemble.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb172_brute_ensemble.npy,0.5403169158495539,0.7166812807137718,0.8404431370439376,0.5647249264252753
oof_nb315_v1_nb107_enh,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb315_v1_nb107_enh.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb315_v1_nb107_enh.npy,0.5413041481481231,0.697666506831105,0.8867479171056157,0.6410609226014526
oof_nb219_aug_30pct,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb219_aug_30pct.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb219_aug_30pct.npy,0.5418182932961458,0.7479729564067099,0.7653038305503304,0.5367810795407951
oof_nb216_aux_stack,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb216_aux_stack.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb216_aux_stack.npy,0.5422228820056733,0.6897731496413572,0.8853912636128675,0.5860786166104471
oof_nb291,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb291.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb291.npy,0.5452821038335239,0.7301964654549029,0.8593088023511796,0.5562956897230976
oof_nb276_combined,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_nb276_combined.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_nb276_combined.npy,0.5467800518336622,0.7099674991861777,0.846995267210891,0.5591382754300954
oof_grand15,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\oof_grand15.npy,d:/Users/ashenoy00000/.windsurf/OpenADMET-pxr-challenge\data\processed\te_grand15.npy,0.5472959265999544,0.6768964247566899,0.8782984735210629,0.5937288785070199
