nb,name,tag,paradigms,best_rae_summary,rae_field
1071,nb1071_15seed_bag,15seed_bag,SeedBag,,
1072,nb1072_tikhonov_bins,tikhonov_bins,Other,,
1073,nb1073_nested_5x5,nested_5x5,Other,,
1074,nb1074_adaptive_bins,adaptive_bins,AdaptiveBlend,,
1080,nb1080_3way_anchor_perq,3way_anchor_perq,Other,,
1081,nb1081_chemprop_seed_bag,chemprop_seed_bag,"ChempropGNN,SeedBag",,
1082,nb1082_beta_calibration,beta_calibration,Calibration,,
1083,nb1083_cdf_matching,cdf_matching,Other,,
1084,nb1084_robust_weighted_bag,robust_weighted_bag,SeedBag,,
1090,nb1090_nb120_anchor,nb120_anchor,Other,,
1091,nb1091_chain_nb1070,chain_nb1070,Other,,
1092,nb1092_grand_slsqp6,grand_slsqp6,SLSQP,,
1093,nb1093_mordred_features_for_nb972,mordred_features_for_nb972,PhysChemFeat,,
1094,nb1094_hybrid_soft07,hybrid_soft07,Other,,
1100,nb1100_tabpfn_pca50,tabpfn_pca50,PCA,,
1101,nb1101_linear_ridge,linear_ridge,Ridge,,
1103,nb1103_xgb_extreme,xgb_extreme,XGBoost,,
1104,nb1104_knn_regressor,knn_regressor,kNN,,
1110,nb1110_weak_ortho_aggregation,weak_ortho_aggregation,Other,,
1111,nb1111_adaptive_route,adaptive_route,AdaptiveBlend,,
1113,nb1113_meta_mlp,meta_mlp,Meta,,
1114,nb1114_conformal_qr,conformal_qr,Abstention,,
1120,nb1120_lb_delta_model,lb_delta_model,Residual,,
1121,nb1121_boltzmann_ensemble,boltzmann_ensemble,"Ensemble,StructureProxy",,
1123,nb1123_residual_gb,residual_gb,Residual,,
1124,nb1124_chemprop_variant,chemprop_variant,ChempropGNN,,
1130,nb1130_bag_nb1123,bag_nb1123,SeedBag,0.5695862563900046,rae_median_bag
1131,nb1131_deploy_residual,deploy_residual,Residual,,
1132,nb1132_deeper_residual,deeper_residual,Residual,,
1133,nb1133_residual_alt_anchors,residual_alt_anchors,Residual,,
1134,nb1134_residual_perq_chain,residual_perq_chain,Residual,,
1140,nb1140_deploy_nb1130,deploy_nb1130,Other,,
1141,nb1141_chemprop_residual_bag,chemprop_residual_bag,"ChempropGNN,Residual,SeedBag",0.5788284448957013,rae_median_bag
1142,nb1142_combined_residual_bag,combined_residual_bag,"Residual,SeedBag",0.5696868980059522,rae_median_bag
1143,nb1143_nb1130_perq,nb1130_perq,Other,,
1144,nb1144_depth4_residual_bag,depth4_residual_bag,"Residual,SeedBag",0.5756485483443808,rae_median_bag
1150,nb1150_deploy_nb1143,deploy_nb1143,Other,,
1151,nb1151_bag_nb1143,bag_nb1143,SeedBag,,
1152,nb1152_residual_on_nb1143,residual_on_nb1143,Residual,0.6320275356093111,rae_median_bag
1153,nb1153_residual_mordred_features,residual_mordred_features,"Residual,PhysChemFeat",0.5633798773583018,rae_median_bag
1154,nb1154_triple_ensemble,triple_ensemble,Ensemble,,
1160,nb1160_bag_nb1153,bag_nb1153,SeedBag,,
1161,nb1161_combine_residuals,combine_residuals,Residual,,
1162,nb1162_deploy_nb1153,deploy_nb1153,Other,,
1163,nb1163_avalon_residual,avalon_residual,"Residual,Fingerprint",0.5816559634686868,rae_median_bag
1164,nb1164_chain_nb1153_perq,chain_nb1153_perq,Other,,
1170,nb1170_deploy_nb1161_mean,deploy_nb1161_mean,Other,,
1171,nb1171_concat_feature_residual,concat_feature_residual,Residual,0.5635639527686158,rae_median_bag
1172,nb1172_atompair_residual,atompair_residual,"Residual,Fingerprint",0.5648771176320899,rae_median_bag
1173,nb1173_tt_residual,tt_residual,Residual,0.5803564609079088,rae_median_bag
1174,nb1174_anchor_switch_residual,anchor_switch_residual,Residual,,
1180,nb1180_blend_mordred_atompair,blend_mordred_atompair,"Ensemble,PhysChemFeat,Fingerprint",,
1181,nb1181_triple_blend,triple_blend,Ensemble,0.5565718733408775,best_rae
1182,nb1182_concat_mord_ap_residual,concat_mord_ap_residual,Residual,0.5661898640866644,rae_median_bag
1183,nb1183_maccs_residual,maccs_residual,"Residual,Fingerprint",0.5561195918562121,rae_median_bag
1184,nb1184_erg_residual,erg_residual,Residual,0.5774251818504087,rae_median_bag
1190,nb1190_bag_nb1181,bag_nb1181,SeedBag,,
1191,nb1191_deploy_nb1181,deploy_nb1181,Other,,
1192,nb1192_4way_blend,4way_blend,Ensemble,0.551368245619977,best_rae
1193,nb1193_recursive_residual_nb1181,recursive_residual_nb1181,Residual,,
1194,nb1194_perq_chain_nb1181,perq_chain_nb1181,Other,,
1200,nb1200_bag_nb1183,bag_nb1183,SeedBag,,
1201,nb1201_deploy_nb1183_nb1192_nb1190,deploy_nb1183_nb1192_nb1190,Other,,
1204,nb1204_5way_blend,5way_blend,Ensemble,0.5529437319357877,best_rae
1205,nb1205_concat_maccs_ap_mord,concat_maccs_ap_mord,Fingerprint,0.5715105440628779,rae_median_bag
1206,nb1206_recursive_nb1192_maccs,recursive_nb1192_maccs,Fingerprint,,
1210,nb1210_deploy_nb1200,deploy_nb1200,Other,,
1211,nb1211_combine_bob,combine_bob,Other,,
1212,nb1212_extratrees_maccs,extratrees_maccs,Fingerprint,0.5777836665086424,rae_median_bag
1213,nb1213_pubchem_residual,pubchem_residual,Residual,0.5504492319184646,rae_median_bag
1214,nb1214_rf_maccs,rf_maccs,"RF,Fingerprint",0.5681549279949761,rae_median_bag
1220,nb1220_deploy_nb1211_mean,deploy_nb1211_mean,Other,,
1221,nb1221_triple_bob,triple_bob,Other,,
1222,nb1222_perq_chain_nb1211,perq_chain_nb1211,Other,,
1223,nb1223_recursive_nb1211_maccs,recursive_nb1211_maccs,Fingerprint,,
1224,nb1224_bag_nb1211,bag_nb1211,SeedBag,,
1230,nb1230_mordred_bob,mordred_bob,PhysChemFeat,,
1231,nb1231_alt_anchor_chemprop,alt_anchor_chemprop,ChempropGNN,0.5826345541884136,rae_median_bag
1232,nb1232_multi_anchor_blend,multi_anchor_blend,Ensemble,0.5468769909294511,best_rae
1233,nb1233_novelty_weighted_residual,novelty_weighted_residual,Residual,0.5606442755224301,rae_median_bag
1234,nb1234_asym_weight_grid,asym_weight_grid,HPO,,
1240,nb1240_pred_counter_residual,pred_counter_residual,"Residual,CounterAssay",0.5548395894640787,rae_median_bag
1241,nb1241_pred_singleconc_residual,pred_singleconc_residual,Residual,0.5609128336774186,rae_median_bag
1242,nb1242_chembl_knn_feat,chembl_knn_feat,"kNN,ExternalData",0.5471269941650321,rae_median_bag
1243,nb1243_expanded_physchem_residual,expanded_physchem_residual,Residual,0.5647790660101918,rae_median_bag
1244,nb1244_knn5_features_residual,knn5_features_residual,"Residual,kNN",0.5783684785817645,rae_median_bag
1250,nb1250_deploy_nb1242,deploy_nb1242,Other,,
1251,nb1251_combine_chembl_bob,combine_chembl_bob,ExternalData,,
1252,nb1252_chembl_bob,chembl_bob,ExternalData,,
1253,nb1253_extended_chembl_features,extended_chembl_features,ExternalData,0.5606688947939112,rae_median_bag
1254,nb1254_train_knn_features,train_knn_features,kNN,0.5642408941115571,rae_median_bag
1260,nb1260_deploy_nb1251,deploy_nb1251,Other,,
1261,nb1261_deploy_nb1252plus1211,deploy_nb1252plus1211,Other,,
1262,nb1262_triple_chembl_bob,triple_chembl_bob,ExternalData,,
1263,nb1263_pubchem_bioassay,pubchem_bioassay,Other,0.5623871304474597,rae_median_bag
1264,nb1264_chembl_feature_pruning,chembl_feature_pruning,ExternalData,,
1265,nb1265_bag_nb1251,bag_nb1251,SeedBag,,
1270,nb1270_chembl_pubchem_union,chembl_pubchem_union,ExternalData,0.5573395375108627,rae_median_bag
1271,nb1271_multi_source_blend,multi_source_blend,Ensemble,,
1272,nb1272_bindingdb_pxr,bindingdb_pxr,Other,0.5574545181712801,rae_median_bag
1273,nb1273_train_chembl_union,train_chembl_union,ExternalData,0.5704171515513589,rae_median_bag
1274,nb1274_observed_sp_imputer,observed_sp_imputer,Other,0.5588692335801871,rae_median_bag
1280,nb1280_ridge_residual,ridge_residual,"Residual,Ridge",0.5885704092219451,rae_median_bag
1281,nb1281_meta_stack,meta_stack,"Stacking,Meta",,
1282,nb1282_anchor_refresh,anchor_refresh,Other,0.5645405068462712,rae_median_bag
1283,nb1283_distance_weighted_kfold,distance_weighted_kfold,Other,0.6406268350165346,rae_median_bag
1284,nb1284_chembl_multi_metric,chembl_multi_metric,ExternalData,0.547146957841148,rae_median_bag
1290,nb1290_direct_1190_1242,direct_1190_1242,Other,,
1291,nb1291_3way_grid,3way_grid,HPO,,
1292,nb1292_nr_family_chembl,nr_family_chembl,ExternalData,0.5670155779839207,rae_median_bag
1293,nb1293_conformal_nb1251,conformal_nb1251,Abstention,,
1294,nb1294_5way_grid,5way_grid,HPO,0.5390501174970456,best_rae
1300,nb1300_chemberta_residual,chemberta_residual,"Transformer,Residual",0.5592701122162764,rae_median_bag
1301,nb1301_per_row_routing,per_row_routing,Other,0.5389994102823439,best_rae
1302,nb1302_uncertainty_blend,uncertainty_blend,Ensemble,0.5420439516911053,best_rae
1303,nb1303_alt_objectives,alt_objectives,Other,0.5417175985098455,rae_median_bag
1304,nb1304_train_all_external_union,train_all_external_union,ExternalData,0.5550829062844792,rae_median_bag
1310,nb1310_svr_tanimoto,svr_tanimoto,kNN,0.560800261927234,rae_median_bag
1311,nb1311_gp_tanimoto,gp_tanimoto,"kNN,GaussianProcess",0.577640722616354,rae_median_bag
1312,nb1312_chemprop_embed_residual,chemprop_embed_residual,"ChempropGNN,Residual",0.5686963760560872,rae_median_bag
1313,nb1313_chemprop_triple_multitask,chemprop_triple_multitask,"ChempropGNN,MultiTask",,
1314,nb1314_bma_9_oofs,bma_9_oofs,Other,,
1321,nb1321_mega_deploy_ensemble,mega_deploy_ensemble,Ensemble,,
1322,nb1322_quantile_residual,quantile_residual,"Residual,QuantileReg",0.5471057476074286,rae_median_bag
1323,nb1323_isotonic_nb1290,isotonic_nb1290,IsotonicCalib,0.5635016927035823,rae_median_bag
1324,nb1324_augmented_anchor_test,augmented_anchor_test,DataAug,,
1330,nb1330_rank_stretch_nb1290,rank_stretch_nb1290,RankStretch,,
1331,nb1331_bag_nb1290,bag_nb1290,SeedBag,,
1332,nb1332_mordred_chembl_knn,mordred_chembl_knn,"kNN,PhysChemFeat,ExternalData",0.5597175145464156,rae_median_bag
1333,nb1333_dw_kfold_nb1290,dw_kfold_nb1290,Other,,
1340,nb1340_pls_residual,pls_residual,Residual,0.6278932363605984,rae_median_bag
1341,nb1341_catboost_residual,catboost_residual,"CatBoost,Residual",0.5394826180098984,rae_median_bag
1342,nb1342_k_sequence_chembl,k_sequence_chembl,ExternalData,0.5539605647849146,rae_median_bag
1343,nb1343_elastic_net_residual,elastic_net_residual,"Residual,ElasticNet",,
1344,nb1344_stumps_residual,stumps_residual,Residual,0.5754547770680954,rae_median_bag
1350,nb1350_catboost_blend,catboost_blend,"CatBoost,Ensemble",,
1351,nb1351_bag_catboost,bag_catboost,"CatBoost,SeedBag",,
1352,nb1352_shap_pruned_maccs,shap_pruned_maccs,"SHAP_FeatSel,Fingerprint",0.5314551927457823,rae_median_bag
1353,nb1353_catboost_lgbm_bag,catboost_lgbm_bag,"LGBM,CatBoost,SeedBag",0.5376422164558735,best_rae
1354,nb1354_deploy_catboost_residual,deploy_catboost_residual,"CatBoost,Residual",,
1360,nb1360_deploy_nb1352,deploy_nb1352,Other,,
1361,nb1361_bag_nb1352,bag_nb1352,SeedBag,,
1362,nb1362_shap_K_grid,shap_K_grid,"SHAP_FeatSel,HPO",,
1363,nb1363_combine_1352_1290,combine_1352_1290,Other,,
1364,nb1364_shap_pruned_mordred,shap_pruned_mordred,"SHAP_FeatSel,PhysChemFeat",0.5282239531946421,rae_median_bag
1370,nb1370_deploy_nb1352_outer_bagged,deploy_nb1352_outer_bagged,SeedBag,,
1371,nb1371_catboost_pruned,catboost_pruned,CatBoost,0.5329068637443491,rae_median_bag
1372,nb1372_dual_pruned,dual_pruned,Other,0.527128353689668,rae_median_bag
1373,nb1373_shap_pruned_atompair,shap_pruned_atompair,"SHAP_FeatSel,Fingerprint",0.5127835076028625,rae_median_bag
1374,nb1374_per_row_gated_1352_1290,per_row_gated_1352_1290,Routing,0.5327943815137876,best_rae
1380,nb1380_deploy_nb1373,deploy_nb1373,Other,,
1381,nb1381_bag_nb1373,bag_nb1373,SeedBag,,
1382,nb1382_shap_pruned_morgan,shap_pruned_morgan,"SHAP_FeatSel,Fingerprint",0.5556987441951534,rae_median_bag
1383,nb1383_triple_pruned,triple_pruned,Other,0.5186847028786055,rae_median_bag
1384,nb1384_atompair_K_grid,atompair_K_grid,"Fingerprint,HPO",,
1390,nb1390_deploy_nb1381,deploy_nb1381,Other,,
1391,nb1391_blend_1373_1352,blend_1373_1352,Ensemble,0.5076454604858259,best_rae
1392,nb1392_shap_pruned_avalon,shap_pruned_avalon,"SHAP_FeatSel,Fingerprint",0.5399315843687212,rae_median_bag
1393,nb1393_shap_pruned_tt,shap_pruned_tt,SHAP_FeatSel,0.5607995394859011,rae_median_bag
1394,nb1394_triple_pruned_blend,triple_pruned_blend,Ensemble,,
1401,nb1401_quad_pruned_blend,quad_pruned_blend,Ensemble,,
1402,nb1402_atompair_K_grid_ext,atompair_K_grid_ext,"Fingerprint,HPO",,
1403,nb1403_bag_nb1391,bag_nb1391,SeedBag,,
1404,nb1404_atompair_avalon_pruned,atompair_avalon_pruned,Fingerprint,0.5187686944685885,rae_median_bag
1410,nb1410_deploy_nb1403,deploy_nb1403,Other,,
1411,nb1411_3way_pruned_blend,3way_pruned_blend,Ensemble,,
1412,nb1412_mordred_K_grid,mordred_K_grid,"PhysChemFeat,HPO",,
1413,nb1413_blend_atompair_mordred,blend_atompair_mordred,"Ensemble,PhysChemFeat,Fingerprint",0.5041880801057468,best_rae
1414,nb1414_atompair_K25_bob,atompair_K25_bob,Fingerprint,,
1420,nb1420_deploy_nb1411,deploy_nb1411,Other,,
1421,nb1421_upgraded_3way,upgraded_3way,Other,,
1422,nb1422_bag_nb1411,bag_nb1411,SeedBag,,
1423,nb1423_bag_nb1412,bag_nb1412,SeedBag,,
1424,nb1424_maccs_K_grid,maccs_K_grid,"Fingerprint,HPO",,
1430,nb1430_deploy_nb1422,deploy_nb1422,Other,,
1431,nb1431_bob_component_3way,bob_component_3way,Other,0.4990033541981421,best_rae
1432,nb1432_atompair_K_bottom,atompair_K_bottom,Fingerprint,,
1433,nb1433_avalon_K_grid,avalon_K_grid,"Fingerprint,HPO",,
1434,nb1434_rank_stretch_nb1411,rank_stretch_nb1411,RankStretch,,
1440,nb1440_mordred_K15_bob,mordred_K15_bob,PhysChemFeat,,
1441,nb1441_catboost_3way_pruned,catboost_3way_pruned,CatBoost,0.5097096354390487,rae_median_bag
1442,nb1442_robust_ensemble,robust_ensemble,Ensemble,,
1443,nb1443_75_model_bag,75_model_bag,SeedBag,,
1444,nb1444_rank_stretch_nb1422,rank_stretch_nb1422,RankStretch,,
1450,nb1450_deploy_nb1441_blend,deploy_nb1441_blend,Ensemble,,
1451,nb1451_crossfit_blend_nb1441_nb1422,crossfit_blend_nb1441_nb1422,Ensemble,,
1452,nb1452_bag_nb1441,bag_nb1441,SeedBag,,
1453,nb1453_deploy_nb1443,deploy_nb1443,Other,,
1454,nb1454_triple_sub05,triple_sub05,Other,,
1460,nb1460_chemprop_anchor_atompair_pruned,chemprop_anchor_atompair_pruned,"ChempropGNN,Fingerprint",0.5545571387760627,rae_median_bag
1461,nb1461_atompair_union_pool,atompair_union_pool,Fingerprint,0.517141290666126,rae_median_bag
1462,nb1462_shap_pruned_chemprop_embed,shap_pruned_chemprop_embed,"ChempropGNN,SHAP_FeatSel",0.5155023178864981,rae_median_bag
1463,nb1463_crossfit_blend_1443_1422,crossfit_blend_1443_1422,Ensemble,,
1464,nb1464_isotonic_nb1422,isotonic_nb1422,IsotonicCalib,0.5256609109090276,rae_median_bag
1470,nb1470_deploy_nb1460,deploy_nb1460,Other,,
1471,nb1471_blend_embed_atompair,blend_embed_atompair,"Ensemble,Fingerprint",0.4995016735389366,best_rae
1472,nb1472_preunblind_3way,preunblind_3way,Other,,
1473,nb1473_bag_nb1462,bag_nb1462,SeedBag,,
1474,nb1474_chemprop_blend,chemprop_blend,"ChempropGNN,Ensemble",,
1480,nb1480_deploy_nb1472,deploy_nb1472,Other,,
1481,nb1481_deploy_nb1471,deploy_nb1471,Other,,
1482,nb1482_bag_nb1472,bag_nb1472,SeedBag,,
1483,nb1483_catboost_preunblind,catboost_preunblind,CatBoost,0.5456345459358944,rae_median_bag
1484,nb1484_preunblind_4way,preunblind_4way,Other,,
1490,nb1490_deploy_nb1482,deploy_nb1482,Other,,
1491,nb1491_deploy_nb1484,deploy_nb1484,Other,,
1492,nb1492_preunblind_5way,preunblind_5way,Other,,
1493,nb1493_rank_stretch_nb1472,rank_stretch_nb1472,RankStretch,,
1494,nb1494_bag_nb1484,bag_nb1484,SeedBag,,
1500,nb1500_bag_nb1484,bag_nb1484,SeedBag,,
1501,nb1501_catboost_preunblind_4way,catboost_preunblind_4way,CatBoost,0.5289236660555422,rae_median_bag
1502,nb1502_rank_stretch_nb1484,rank_stretch_nb1484,RankStretch,,
1503,nb1503_deploy_nb1484_slsqp,deploy_nb1484_slsqp,SLSQP,,
1504,nb1504_3way_preunblind_meta,3way_preunblind_meta,Meta,,
1510,nb1510_deploy_nb1500,deploy_nb1500,Other,,
1511,nb1511_blend_catboost_nb1484,blend_catboost_nb1484,"CatBoost,Ensemble",,
1512,nb1512_bag_nb1501,bag_nb1501,SeedBag,,
1513,nb1513_preunblind_6way,preunblind_6way,Other,,
1514,nb1514_robust_ensemble,robust_ensemble,Ensemble,0.5201291251638556,best_rae
1520,nb1520_blend_bob_bob,blend_bob_bob,Ensemble,,
1521,nb1521_bag_nb1511,bag_nb1511,SeedBag,,
1522,nb1522_alt_anchor_residual,alt_anchor_residual,Residual,0.5345383503198735,rae_median_bag
1523,nb1523_mordred_K_grid_preunblind,mordred_K_grid_preunblind,"PhysChemFeat,HPO",,
1524,nb1524_atompair_K_grid_preunblind,atompair_K_grid_preunblind,"Fingerprint,HPO",,
1530,nb1530_deploy_nb1521,deploy_nb1521,Other,,
1531,nb1531_xgboost_preunblind_4way,xgboost_preunblind_4way,XGBoost,0.5409483558129603,rae_median_bag
1532,nb1532_sample_weighted_nb1484,sample_weighted_nb1484,Other,,
1533,nb1533_deploy_nb1520,deploy_nb1520,Other,,
1534,nb1534_best_K_preunblind,best_K_preunblind,Other,,
1540,nb1540_catboost_depth3_preunblind,catboost_depth3_preunblind,CatBoost,0.5387112737095704,rae_median_bag
1541,nb1541_chemprop_K_grid_preunblind,chemprop_K_grid_preunblind,"ChempropGNN,HPO",,
1543,nb1543_catboost_best_K,catboost_best_K,CatBoost,0.5226276939078798,rae_median_bag
1544,nb1544_final_ladder_summary,final_ladder_summary,LAD,,
1550,nb1550_nb1484_upgrade_embed_K20,nb1484_upgrade_embed_K20,Other,,
1551,nb1551_bag_nb1550,bag_nb1550,SeedBag,,
1552,nb1552_deploy_nb1550,deploy_nb1550,Other,,
1553,nb1553_5way_K_tuned,5way_K_tuned,Other,,
1554,nb1554_catboost_5way_K_tuned,catboost_5way_K_tuned,CatBoost,0.51737875150392,rae_median_bag
1560,nb1560_bag_nb1553,bag_nb1553,SeedBag,,
1561,nb1561_bag_nb1554,bag_nb1554,SeedBag,,
1562,nb1562_deploy_nb1553,deploy_nb1553,Other,,
1563,nb1563_meta_stack_pre,meta_stack_pre,"Stacking,Meta",,
1564,nb1564_final_lb_candidates,final_lb_candidates,Other,,
1570,nb1570_deploy_nb1561,deploy_nb1561,Other,,
1571,nb1571_blend_catboost_lgbm_bob,blend_catboost_lgbm_bob,"LGBM,CatBoost,Ensemble",,
1572,nb1572_avalon_K_grid_pre,avalon_K_grid_pre,"Fingerprint,HPO",,
1573,nb1573_catboost_d3_5way_K,catboost_d3_5way_K,CatBoost,0.5346538183784639,rae_median_bag
1574,nb1574_catboost_4way_no_maccs,catboost_4way_no_maccs,"CatBoost,Fingerprint",0.5246952395203475,rae_median_bag
1580,nb1580_5way_avalon_K20,5way_avalon_K20,Fingerprint,,
1581,nb1581_catboost_upgraded_5way,catboost_upgraded_5way,CatBoost,0.5282717273264873,rae_median_bag
1582,nb1582_bag_nb1581,bag_nb1581,SeedBag,,
1583,nb1583_deploy_nb1571,deploy_nb1571,Other,,
1584,nb1584_catboost_4way_K_no_maccs,catboost_4way_K_no_maccs,"CatBoost,Fingerprint",0.5323582787397458,rae_median_bag
1590,nb1590_bag_nb1571,bag_nb1571,SeedBag,,
1591,nb1591_blend_nb1561_nb1572,blend_nb1561_nb1572,Ensemble,,
1600,nb1600_deploy_nb1590,deploy_nb1590,Other,,
1601,nb1601_catboost_variants_ensemble,catboost_variants_ensemble,"CatBoost,Ensemble",,
1602,nb1602_catboost_d5_5way_K,catboost_d5_5way_K,CatBoost,0.523950952182143,rae_median_bag
1603,nb1603_catboost_standardized,catboost_standardized,CatBoost,0.51737875150392,rae_median_bag
1604,nb1604_meta_seed_features,meta_seed_features,"Meta,SeedBag",,
1610,nb1610_deploy_nb1590_compact,deploy_nb1590_compact,Other,,
1611,nb1611_chemberta_K_grid_pre,chemberta_K_grid_pre,"Transformer,HPO",,
1612,nb1612_preunblind_6way_chemberta,preunblind_6way_chemberta,Transformer,,
1613,nb1613_sigmoid_calibration,sigmoid_calibration,Calibration,,
1620,nb1620_catboost_6way_chemberta,catboost_6way_chemberta,"CatBoost,Transformer",0.5308450710274318,rae_median_bag
1621,nb1621_chemberta_K_grid_ext,chemberta_K_grid_ext,"Transformer,HPO",,
1622,nb1622_blend_nb1561_nb1612,blend_nb1561_nb1612,Ensemble,,
1623,nb1623_bag_nb1612,bag_nb1612,SeedBag,,
1630,nb1630_deploy_nb1622,deploy_nb1622,Other,,
1631,nb1631_three_arch_blend,three_arch_blend,Ensemble,,
1632,nb1632_bag_nb1622,bag_nb1622,SeedBag,,
1633,nb1633_catboost_6way_chemberta_K20,catboost_6way_chemberta_K20,"CatBoost,Transformer",0.52932794942298,rae_median_bag
1643,nb1643_histgbm_5way_K,histgbm_5way_K,Other,0.5210599581401365,rae_median_bag
1644,nb1644_audit_top5,audit_top5,Other,,
1660,nb1660_deploy_nb1632,deploy_nb1632,Other,,
1663,nb1663_triple_blend_final,triple_blend_final,Ensemble,,
1673,nb1673_bag_nb1632_10seed,bag_nb1632_10seed,SeedBag,,
1681,nb1681_deploy_nb1673,deploy_nb1673,Other,,
1682,nb1682_blend_PREPOST,blend_PREPOST,Ensemble,,
1683,nb1683_dual_anchor_Mord,dual_anchor_Mord,Other,0.5380449174102262,rae_median_bag
1692,nb1692_direct_chembl_knn,direct_chembl_knn,"kNN,ExternalData",,
1693,nb1693_catboost_sample_weighted,catboost_sample_weighted,CatBoost,0.527131279605462,rae_median_bag
1702,nb1702_histgbm_absloss,histgbm_absloss,Other,0.5210599581401365,rae_median_bag
1703,nb1703_catboost_alt_params,catboost_alt_params,CatBoost,0.5302419163735019,rae_median_bag
1711,nb1711_lgbm_quantile,lgbm_quantile,"LGBM,QuantileReg",0.5191389383961859,rae_median_bag
1712,nb1712_catboost_mid_depth,catboost_mid_depth,CatBoost,0.5299125662091276,rae_median_bag
1713,nb1713_deploy_nb1411_alt,deploy_nb1411_alt,Other,,
1721,nb1721_catboost_depth2,catboost_depth2,CatBoost,0.5359062734342306,rae_median_bag
1722,nb1722_catboost_all_variants_ensemble,catboost_all_variants_ensemble,"CatBoost,Ensemble",,
1723,nb1723_extra_trees,extra_trees,ExtraTrees,0.5535474458046435,rae_median_bag
1731,nb1731_catboost_feature_weights,catboost_feature_weights,CatBoost,0.5313134453744687,rae_median_bag
1732,nb1732_final_4way_blend,final_4way_blend,Ensemble,0.5106505828732308,best_rae
1741,nb1741_xgboost_huber,xgboost_huber,"XGBoost,HuberLoss",0.519002726042456,rae_median_bag
1742,nb1742_3way_final_constrained,3way_final_constrained,Other,0.5106505828732308,best_rae
1751,nb1751_4bob_ensemble,4bob_ensemble,Ensemble,0.5106505828732308,best_rae
1752,nb1752_catboost_ordered,catboost_ordered,CatBoost,0.5332549365002198,rae_median_bag
1761,nb1761_catboost_cat_features,catboost_cat_features,CatBoost,0.5247921482233701,rae_median_bag
1762,nb1762_nb1632_nb1411_blend,nb1632_nb1411_blend,Ensemble,0.5034239048046724,best_rae
1771,nb1771_lgbm_small_leaves,lgbm_small_leaves,LGBM,0.504356143380288,rae_median_bag
1772,nb1772_lgbm_dart,lgbm_dart,"LGBM,DART",0.5282080155662053,rae_median_bag
1780,nb1780_bag_nb1771,bag_nb1771,SeedBag,,
1781,nb1781_blend_nb1632_nb1771,blend_nb1632_nb1771,Ensemble,,
1782,nb1782_deploy_nb1771,deploy_nb1771,Other,,
1790,nb1790_deploy_nb1780,deploy_nb1780,Other,,
1792,nb1792_blend_bob_bob,blend_bob_bob,Ensemble,,
1794,nb1794_lgbm_small_leaves_6way,lgbm_small_leaves_6way,LGBM,0.5144438676388815,rae_median_bag
1801,nb1801_lgbm_leaves8,lgbm_leaves8,LGBM,0.5146770668514411,rae_median_bag
1802,nb1802_lgbm_leaves31,lgbm_leaves31,LGBM,0.5249666090207014,rae_median_bag
1803,nb1803_lgbm_l1,lgbm_l1,LGBM,0.5239951575094952,rae_median_bag
1811,nb1811_lgbm_goss,lgbm_goss,LGBM,0.5096114114699583,rae_median_bag
1812,nb1812_lgbm_feat_frac,lgbm_feat_frac,LGBM,0.5089894304088235,rae_median_bag
1813,nb1813_triple_top_blend,triple_top_blend,Ensemble,,
1821,nb1821_bag_nb1811,bag_nb1811,SeedBag,,
1822,nb1822_bag_nb1812,bag_nb1812,SeedBag,,
1823,nb1823_three_lgbm_blend,three_lgbm_blend,"LGBM,Ensemble",,
1831,nb1831_deploy_nb1821,deploy_nb1821,Other,,
1832,nb1832_blend_nb1780_nb1821,blend_nb1780_nb1821,Ensemble,,
1833,nb1833_lgbm_path_smooth,lgbm_path_smooth,LGBM,0.5086774214133031,rae_median_bag
1843,nb1843_lgbm_smaller_subsample,lgbm_smaller_subsample,LGBM,0.5147233413031321,rae_median_bag
1851,nb1851_four_lgbm_blend,four_lgbm_blend,"LGBM,Ensemble",,
1852,nb1852_lgbm_mse,lgbm_mse,LGBM,0.5126536408388691,rae_median_bag
1861,nb1861_bag_nb1852,bag_nb1852,SeedBag,,
1871,nb1871_deploy_nb1861,deploy_nb1861,Other,,
1873,nb1873_blend_nb1861_nb1821,blend_nb1861_nb1821,Ensemble,0.5003837931980735,best_rae
1881,nb1881_lgbm_huber_mse_bag,lgbm_huber_mse_bag,"LGBM,HuberLoss,SeedBag",,
1882,nb1882_lgbm_poisson,lgbm_poisson,LGBM,,
1891,nb1891_bag_nb1881_mse,bag_nb1881_mse,SeedBag,,
1892,nb1892_lgbm_mse_alt_seeds,lgbm_mse_alt_seeds,"LGBM,SeedBag",,
1894,nb1894_lgbm_mse_heavy_reg,lgbm_mse_heavy_reg,LGBM,,
1901,nb1901_lgbm_mse_3way,lgbm_mse_3way,LGBM,,
1902,nb1902_extra_trees_mse,extra_trees_mse,ExtraTrees,,
1911,nb1911_lgbm_mse_6way_morgan,lgbm_mse_6way_morgan,"LGBM,Fingerprint",0.513973804347262,rae_median_bag
1912,nb1912_catboost_rmse,catboost_rmse,CatBoost,,
1921,nb1921_blend_nb1861_nb1780_final,blend_nb1861_nb1780_final,Ensemble,,
1931,nb1931_lgbm_l2_sklearn,lgbm_l2_sklearn,LGBM,,
1932,nb1932_lgbm_mse_lr02,lgbm_mse_lr02,LGBM,0.5081314515520331,rae_median_bag
1934,nb1934_bag_nb1771_10outer,bag_nb1771_10outer,SeedBag,,
