model,rae,spearman,kendall,r2,mae,te_std
nb175_eng_v2,0.7148096674881773,0.7176719463025844,0.5143235388883,0.40305599616023247,0.5708919221603257,0.5667255962882701
nb294_hetnll,0.7153739491949956,0.7334212556247216,0.5362991524646785,0.4539838910750319,0.5713425929932726,0.7700510025024414
nb155_tta,0.7154244317514084,0.7053050315225647,0.5054705059903875,0.38861133647824897,0.5713829115353641,0.5743902400884211
nb172_bruensemble,0.7166812807137717,0.7142406443139163,0.5115608903244123,0.4034374911912574,0.5723867101024851,0.5647249264252753
nb153_counter_multi,0.720007102319334,0.7033817091358704,0.5042775441105269,0.39149495602914763,0.5750429202455763,0.5603789255543824
nb154_goss_aux,0.7202836054324798,0.7204029825792793,0.5177140621257984,0.40768790471623206,0.5752637530083757,0.552047350219154
nb174_engineered,0.7208887968841441,0.7079767860458651,0.505847230794554,0.39731558221372976,0.5757470969345004,0.5579145042722922
nb139_adaptive_blend,0.7212631963979831,0.6696385351036951,0.47997879424178835,0.3268172988259701,0.5760461159151229,0.5744567580190952
nb258_cross_target,0.7218455602892191,0.7071546222284745,0.5062867430660816,0.3863982117138426,0.5765112283169078,0.5602700300363851
nb257_ext_knn,0.7224638965792747,0.7072687396037591,0.5059100182619151,0.38956540655504035,0.5770050705370499,0.5609521290808405
nb129_final_blend,0.7224673373500254,0.6713554828863846,0.48148569345845427,0.3247080907560451,0.5770078185528041,0.5743667354924242
nb152_top3d,0.7228197819478379,0.712460709668245,0.5099912036403853,0.3880271853674633,0.5772893029577468,0.5522371221717255
nb246_base,0.7236970873114016,0.702486184148654,0.5023939200896944,0.38833963664827964,0.5779899741547193,0.556765381095442
nb246_tta_median,0.7236970873114016,0.702486184148654,0.5023939200896944,0.38833963664827964,0.5779899741547193,0.556765381095442
nb281_unweighted,0.7236970873114016,0.702486184148654,0.5023939200896944,0.38833963664827964,0.5779899741547193,0.556765381095442
nb246_confidence_shrunk,0.7236970873636341,0.702486184148654,0.5023939200896944,0.3883396365752405,0.5779899741964355,0.5567653806485954
nb309_novartis,0.7237636068994664,0.7018885499722454,0.5018288328834447,0.38499925850889316,0.5780431008781239,0.5546211652193344
nb228_medchem,0.7238577973340411,0.7071405428120434,0.505156568653582,0.39236991663860676,0.5781183272785061,0.5641964670264825
nb317_external_mt,0.7243102663582611,0.700232736497744,0.4984383096459463,0.3838692241070578,0.5784796974763416,0.5587961898930305
nb314_tdc,0.7248527620482572,0.6979400146852099,0.4983127347112241,0.3830180624108176,0.5789129686271277,0.5634467795467835
nb176_atom_sim,0.7250165715977626,0.7127882413557499,0.5079192172174697,0.3874995526077596,0.579043797227857,0.5532532414682992
nb138_elnet_final,0.7255835265450004,0.6686337093836575,0.4793509195681775,0.32055370943821204,0.5794966030786008,0.570278177239268
nb136_xgb_meta,0.725665945818155,0.6573460930263774,0.47282102296262496,0.31582551658131974,0.5795624282897227,0.6059258091180255
nb142_xgb_calibrated,0.725665945818155,0.6573460930263774,0.47282102296262496,0.31582551658131974,0.5795624282897227,0.6059258091180255
nb150_smarts,0.7256680250934943,0.7031568089839298,0.5001963587320566,0.382750523007098,0.5795640889296791,0.5548166006821963
nb134_grand_v9,0.7257324064037917,0.6539410973157781,0.47175363601748665,0.316581482361891,0.5796155078900803,0.5902471736885089
nb296_tda,0.7260750315871295,0.7067537293711439,0.5045286939799712,0.39067388041784845,0.5798891498935294,0.5586773802023679
lgbm_aug,0.72663380741174,0.6876994622972609,0.48814116499872895,0.3739769575328713,0.580335423382932,0.6698222859137198
nb141_xgb_ablation,0.7270100250929704,0.6636329229738689,0.4787230448945667,0.31933061057232826,0.5806358944662947,0.6153176573539348
nb180_full,0.7270517110615825,0.708250964155315,0.505156568653582,0.3940409248938671,0.5806691875005533,0.5512637792627887
