s,in_rae_253,te_mean,te_std
1.0,0.6897558359185051,4.780580209459665,0.6325074695155203
1.05,0.6925026570513027,4.780580209459664,0.6641328429912963
1.1,0.6956418844006499,4.780580209459665,0.6957582164670724
1.15,0.6992277956638419,4.780580209459664,0.7273835899428482
1.2,0.7038584293719283,4.780580209459665,0.7590089634186243
1.25,0.7104954647997871,4.780580209459664,0.7906343368944004
1.3,0.7206313508429572,4.780580209459664,0.8222597103701763
1.35,0.7330625655878175,4.780580209459665,0.8538850838459524
1.4,0.7466271609373025,4.780580209459663,0.8855104573217283
