tag,anchor,own_honest_rae,anchor_insample_rae,fair_nb562_anchored_rae,nb562_honest_rae,delta_own_vs_nb562_honest,delta_fair_vs_nb562_honest,beats_nb562_in_own_honest,beats_nb562_in_fair
nb610,nb562,0.42765009360553075,0.41723767492555336,0.5171836185659028,0.5065400776344995,-0.07888998402896874,0.010643540931403295,True,False
nb611,nb503,0.44156684805226026,0.424889685087854,0.5219884220692337,0.5065400776344995,-0.06497322958223922,0.015448344434734196,True,False
nb612,chemprop_aux,0.5962094018692451,0.6215728863514471,0.5309932420371815,0.5065400776344995,0.0896693242347456,0.02445316440268197,False,False
nb613,nb464,0.5251212512926475,0.5488842103001169,0.5084246950903194,0.5065400776344995,0.018581173658148042,0.0018846174558199147,False,False
nb614,blend(nb562+601+610+611+612+613),0.42787373510084703,,,0.5065400776344995,-0.07866634253365246,,True,False
