name,rae,spearman,kendall,r2,mae,te_mean,te_std,boltz_sp,selectivity_sp,biomech_score
nb154_lgbm_mae_filtered,0.30871619450036586,0.8809047245300565,0.7216146307349182,0.8427171247116523,0.2808797477682191,4.955317435855038,0.6066578766600071,0.07508333902200379,0.29327913808109773,0.18418123855155077
nb174_top10_lgbm,0.30918839688354527,0.8823103038878664,0.7228691255446359,0.8423419991095984,0.2813093724158592,4.924119043441555,0.6043383263843357,0.06618083643365873,0.28283802790861723,0.17450943217113798
nb171_catboost_extended,0.31013838278814504,0.8815696182287065,0.7223371991606533,0.8432134215815364,0.2821736996070491,4.909033748720007,0.6066701596141126,0.07522626686690788,0.2877113518840877,0.18146880937549778
nb152_lgbm_mae_tuned,0.3103912101438035,0.8790924218479141,0.7198069231291939,0.8429468449996238,0.28240372992340873,4.944240047721452,0.6035113045647296,0.07459455779120305,0.2978025199387899,0.1861985388649965
nb149_dis_aug,0.31078279871037345,0.8788426013464262,0.7186298547192557,0.8401695800540447,0.28276000957367164,4.9094246441044005,0.564666940093566,0.07569149344665166,0.20448183678635634,0.140086665116504
nb169_rf_et_mae,0.3109579796340478,0.8808839798228977,0.7215322920862103,0.8412780413735201,0.282919394712942,4.945401581871343,0.6139486161769389,0.07172364581200083,0.28558458910733386,0.17865411745966736
nb145_level3_meta,0.3124501792600442,0.8826791243777983,0.7229591834416601,0.8438885367592566,0.2842770450793182,4.906055346139056,0.5958211952925175,0.07229260174187091,0.2576125965651808,0.16495259915352586
nb144_grand_v10,0.3126007319125564,0.8824863611714064,0.7227538046531216,0.8435738232220129,0.2844140226393451,4.902242468343624,0.5973341637870961,0.07259845666370857,0.2671972951794207,0.16989787592156463
nb143_oofassay_meta,0.3143100440053922,0.8815837909100114,0.721335334295835,0.8424642928235588,0.2859692087878072,4.91004996976763,0.6062152739358242,0.07401733551209413,0.2857996030730198,0.179908469292557
nb147_oofrdkit_meta,0.3257865282015888,0.8717329367970852,0.7090542441411083,0.8327359712211033,0.29641087671362065,4.876413115748653,0.6142680112740692,0.07846356477689036,0.2937875630020252,0.18612556388945778
nb140_xgb_lgbm_meta,0.32920096653093023,0.8708478749013252,0.7076161247881074,0.8301960835601693,0.2995174405862017,4.946117920409252,0.6223514444966178,0.07390089553894466,0.3185274129917856,0.19621415426536515
nb134_grand_v9,0.33026203031342477,0.8719216222097721,0.707718580265761,0.8345923280851038,0.3004828299402504,4.929351898327028,0.5902471736885089,0.06563721286435935,0.24896821739822972,0.15730271513129454
nb163_lgbm_colsample,0.33319800434115976,0.8707953867829609,0.7065061904468598,0.8277831698684486,0.30315407187395876,4.981735394406481,0.5937958140610281,0.06817391545497987,0.20338783435160537,0.13578087490329263
nb136_xgb_meta,0.3334122090138601,0.8688533200515014,0.703476894389627,0.8328292351282269,0.30334896205306394,4.946652789794446,0.6059258091180255,0.06570156594875647,0.29435483010785723,0.18002819802830686
nb142_xgb_calibrated,0.3334122090138601,0.8688533200515014,0.703476894389627,0.8328292351282269,0.30334896205306394,4.946652789794446,0.6059258091180255,0.06570156594875647,0.29435483010785723,0.18002819802830686
nb141_xgb_ablation,0.3379168951809252,0.8654786613076154,0.700441750062581,0.8242882189661029,0.3074474678552231,4.943564439145213,0.6153176573539348,0.06703547028238561,0.28729332349193354,0.17716439688715957
nb139_adaptive_blend,0.3544454640274859,0.8661182410914489,0.699403078496107,0.8179923273541446,0.3224856820185753,4.936801981826263,0.5744567580190952,0.053362395328463846,0.09734479529319409,0.07535359531082897
