model,rae,mae,spearman
nb307_soci,3.5237397401772323,2.814280003418923,0.12952604458206096
nb247_hardness,3.80493225772377,3.0388580192750094,-0.17745570078484377
nb116_quantile_width,5.138389481880962,4.103840758656137,-0.4907147175192363
nb270_top1sim,5.176068652960899,4.133933712601235,0.16517167075836106
nb288_gp_std,5.311766679672494,4.242310684578922,0.059604838950545844
oof_stochastic_std,5.592610560090874,4.46661025691461,-0.3677465764529304
nb172_variance,5.700960028220155,4.553144951307782,-0.45003076169743594
nb271_correction,5.816730966617674,4.645606898254179,-0.09122555785557465
nb246_tta_var,5.839899408488893,4.664110671936758,0.2775652184531268
oof_chemprop_chembl_nr_multitask,5.839899408488894,4.664110671936759,
nb218_residual_blend,5.840374689004315,4.664490260825039,0.3029018423823835
nb259_multitask_nn,149.2737212541535,119.21937479422499,0.1298944729285411
