file,te_rae,pred_oof_rae,gap,flag
te_nb284_multimetric_biomech,0.7480563691963682,,,ok
te_nb175_stack_nb224_eng,0.7484859413794108,,,ok
te_nb125_enet,0.7484923434502876,,,ok
te_nb176_stack_nb224,0.7485635123392238,,,ok
te_nb123_huber_1.0,0.7490401247935102,,,ok
te_nb299_nrclip,0.74984210543215,,,ok
te_nb120_huber_2_0,0.7501893781890057,,,ok
te_nb169_rf_et_mae,0.7507069563243404,,,ok
te_nb126_classifier_conditioned,0.7507385810126035,,,ok
te_nb224_pool_plus_2,0.7509481358150755,,,ok
te_nb712,0.7509722565878775,,,"oof_bad_shape:(4139,)"
te_nb149_meta_maeloss,0.751187169665429,,,ok
te_nb156_catboost_mae,0.7512641989810885,,,ok
te_nb120_huber_0_5,0.7513164187634647,,,ok
te_nb248_personalized,0.7515326464535487,,,ok
te_nb452,0.7518128620289669,,,ok
te_nb242_huber,0.7518803273873399,,,ok
te_nb127_exhaustive_blend,0.7525520825815862,,,ok
te_nb145_lgb_stack,0.7528803557939121,,,ok
te_nb145_xgb_stack,0.7537725153868888,,,ok
te_nb110_scaffold_prior,0.7543111489948772,,,ok
te_nb172_bootstrap_ensemble,0.7544989466324706,,,ok
te_nb155_grand_v13,0.75450488162029,,,ok
te_nb171_catboost_extended,0.754690098647674,,,ok
te_nb273_combined,0.7549100624782226,,,ok
te_nb165_multiseed_162c,0.7550992078308212,,,ok
te_nb272_A_full_pxr,0.7554640267196214,,,ok
te_nb710,0.7558924920559216,,,"oof_bad_shape:(4139,)"
te_nb168_multiseed_catboost,0.756066424612615,,,ok
te_nb164_grand_v14,0.7573443524295521,,,ok
te_grover_lgbm,0.7574138190533889,,,ok
te_nb149_dis_aug,0.7586220617970317,,,ok
te_nb125_2way,0.7600257682966298,,,ok
te_nb293_conformal,0.7601500182850243,,,ok
te_nb173_softmax_sweep,0.7605921950017624,,,ok
te_nb243_greedy,0.7611061839212089,,,ok
te_nb180_nonlinear_6model,0.7619532839904573,,,ok
te_nb270_per_compound,0.7620671591004397,,,ok
te_nb242_nonlin_stack,0.762817844719159,,,ok
te_nb181_quantile_poly,0.7629895773487121,,,ok
te_nb175_bayes_blend,0.7630985513363745,,,ok
te_nb244_deep_greedy,0.7631447643287709,,,ok
te_nb170_grand_v15,0.7631819893280001,,,ok
te_nb176_optuna_weights,0.7632820648401613,,,ok
te_nb184_grand_v16,0.7634200428463958,,,ok
te_nb183_qreg_poly10,0.7642858441744639,,,ok
te_nb111_selectivity_primary,0.7651610584826661,,,ok
