iter	Passed	Remaining
1634	123808	27639
1635	123879	27562
1636	123960	27487
1637	124033	27411
1638	124106	27335
1639	124166	27256
1640	124253	27182
1641	124338	27109
1642	124408	27032
1643	124476	26954
1644	124567	26882
1645	124643	26806
1646	124722	26731
1647	124808	26658
1648	124893	26584
1649	124965	26507
1650	125036	26431
1651	125109	26354
1652	125192	26280
1653	125265	26204
1654	125342	26128
1655	125406	26050
1656	125496	25977
1657	125566	25900
1658	125636	25824
1659	125710	25748
1660	125798	25674
1661	125870	25598
1662	125936	25520
1663	126005	25443
1664	126096	25370
1665	126164	25293
1666	126235	25216
1667	126301	25139
1668	126389	25065
1669	126465	24990
1670	126536	24913
1671	126610	24837
1672	126699	24764
1673	126779	24689
1674	126849	24612
1675	126922	24536
1676	127004	24461
1677	127083	24386
1678	127156	24310
1679	127223	24233
1680	127300	24157
1681	127388	24084
1682	127465	24008
1683	127542	23933
1684	127635	23860
1685	127708	23784
1686	127785	23708
1687	127856	23632
1688	127946	23559
1689	128025	23483
1690	128098	23407
1691	128169	23331
1692	128263	23258
1693	128335	23182
1694	128413	23106
1695	128491	23031
1696	128569	22956
1697	128641	22879
1698	128727	22805
1699	128798	22729
1700	128899	22657
1701	128978	22582
1702	129047	22505
1703	129127	22430
1704	129210	22356
1705	129281	22279
1706	129361	22204
1707	129427	22126
1708	129523	22054
1709	129593	21977
1710	129664	21901
1711	129732	21824
1712	129821	21750
1713	129892	21674
1714	129964	21597
1715	130021	21518
1716	130106	21444
1717	130169	21366
1718	130230	21288
1719	130299	21211
1720	130382	21136
1721	130453	21060
1722	130525	20984
1723	130595	20907
1724	130669	20831
1725	130748	20756
1726	130827	20680
1727	130895	20603
1728	130969	20527
1729	131042	20451
1730	131111	20374
1731	131186	20299
1732	131264	20223
1733	131330	20146
1734	131399	20069
1735	131484	19995
1736	131564	19920
1737	131626	19842
1738	131694	19765
1739	131773	19690
1740	131864	19616
1741	131935	19540
1742	132007	19464
1743	132074	19387
1744	132163	19313
1745	132238	19237
1746	132308	19160
1747	132370	19083
1748	132468	19010
1749	132540	18934
1750	132616	18858
1751	132694	18783
1752	132791	18710
1753	132869	18635
1754	132937	18558
1755	133008	18481
1756	133097	18407
1757	133167	18331
1758	133246	18256
1759	133326	18180
1760	133425	18108
1761	133500	18032
1762	133567	17955
1763	133634	17878
1764	133710	17802
1765	133788	17727
1766	133861	17651
1767	133938	17575
1768	134024	17501
1769	134097	17425
1770	134180	17350
1771	134253	17274
1772	134340	17199
1773	134407	17122
1774	134475	17046
1775	134563	16972
1776	134655	16898
1777	134736	16823
1778	134810	16747
1779	134877	16670
1780	134972	16596
1781	135057	16522
1782	135126	16445
1783	135199	16369
1784	135300	16296
1785	135372	16220
1786	135437	16143
1787	135516	16067
1788	135601	15993
1789	135663	15915
1790	135735	15839
1791	135803	15762
1792	135901	15689
1793	135965	15612
1794	136029	15535
1795	136101	15459
1796	136187	15384
1797	136257	15308
1798	136331	15232
1799	136393	15154
1800	136479	15080
1801	136558	15004
1802	136627	14928
1803	136702	14852
1804	136783	14777
1805	136854	14700
1806	136922	14624
1807	136995	14548
1808	137076	14472
1809	137148	14396
1810	137210	14319
1811	137281	14243
1812	137374	14169
1813	137451	14093
1814	137523	14017
1815	137598	13941
1816	137689	13867
1817	137764	13791
1818	137835	13715
1819	137914	13639
1820	137996	13564
1821	138069	13488
1822	138143	13412
1823	138210	13336
1824	138294	13261
1825	138363	13184
1826	138439	13108
1827	138506	13032
1828	138597	12958
1829	138667	12881
1830	138744	12805
1831	138817	12729
1832	138900	12654
1833	138976	12579
1834	139052	12503
1835	139125	12427
1836	139209	12352
1837	139282	12276
1838	139358	12200
1839	139425	12123
1840	139500	12048
1841	139581	11972
1842	139654	11896
1843	139719	11820
1844	139804	11745
1845	139876	11668
1846	139960	11593
1847	140045	11518
1848	140123	11443
1849	140178	11365
1850	140260	11290
1851	140332	11214
1852	140433	11140
1853	140514	11065
1854	140588	10989
1855	140666	10913
1856	140747	10838
1857	140813	10761
1858	140889	10686
1859	140957	10609
1860	141044	10534
1861	141112	10458
1862	141192	10382
1863	141254	10306
1864	141333	10230
1865	141407	10154
1866	141477	10078
1867	141549	10002
1868	141639	9927
1869	141718	9852
1870	141786	9775
1871	141865	9700
1872	141960	9625
1873	142033	9549
1874	142104	9473
1875	142174	9397
1876	142253	9321
1877	142318	9245
1878	142380	9168
1879	142448	9092
1880	142527	9016
1881	142599	8940
1882	142668	8864
1883	142744	8788
1884	142834	8714
1885	142919	8638
1886	142999	8563
1887	143068	8487
1888	143159	8412
1889	143235	8336
1890	143307	8260
1891	143389	8185
1892	143473	8109
1893	143551	8034
1894	143618	7957
1895	143691	7881
1896	143774	7806
1897	143852	7730
1898	143919	7654
1899	143991	7578
1900	144073	7503
1901	144143	7426
1902	144229	7351
1903	144300	7275
1904	144385	7200
1905	144454	7124
1906	144522	7048
1907	144590	6971
1908	144680	6896
1909	144750	6820
1910	144829	6745
1911	144905	6669
1912	144986	6593
1913	145061	6517
1914	145142	6442
1915	145225	6366
1916	145312	6291
1917	145381	6215
1918	145461	6139
1919	145529	6063
1920	145614	5988
1921	145680	5912
1922	145753	5836
1923	145832	5760
1924	145922	5685
1925	145992	5609
1926	146077	5533
1927	146149	5457
1928	146239	5382
1929	146306	5306
1930	146388	5230
1931	146451	5154
1932	146534	5079
1933	146606	5003
1934	146689	4927
1935	146764	4851
1936	146861	4776
1937	146936	4700
1938	147018	4625
1939	147085	4549
1940	147171	4473
1941	147250	4397
1942	147323	4321
1943	147394	4245
1944	147485	4170
1945	147567	4094
1946	147653	4019
1947	147725	3943
1948	147834	3868
1949	147906	3792
1950	147981	3716
1951	148068	3641
1952	148152	3565
1953	148224	3489
1954	148300	3413
1955	148375	3337
1956	148458	3261
1957	148533	3186
1958	148601	3110
1959	148674	3034
1960	148753	2958
1961	148827	2882
1962	148900	2806
1963	148976	2730
1964	149056	2654
1965	149132	2579
1966	149202	2503
1967	149277	2427
1968	149360	2351
1969	149429	2275
1970	149516	2199
1971	149585	2123
1972	149675	2048
1973	149759	1972
1974	149841	1896
1975	149910	1820
1976	150014	1745
1977	150096	1669
1978	150171	1593
1979	150250	1517
1980	150348	1442
1981	150420	1366
1982	150493	1290
1983	150562	1214
1984	150648	1138
1985	150719	1062
1986	150789	986
1987	150865	910
1988	150952	834
1989	151031	758
1990	151111	683
1991	151197	607
1992	151297	531
1993	151376	455
1994	151442	379
1995	151508	303
1996	151590	227
1997	151666	151
1998	151749	75
1999	151818	0
