iter	MAE	RMSE
1724	0.1008025912	0.1418724535
1725	0.1007825731	0.1418272116
1726	0.1007390424	0.1417616688
1727	0.1007357768	0.1417570606
1728	0.1007064501	0.141695932
1729	0.1006307676	0.1416008147
1730	0.1005718599	0.1414986587
1731	0.1005376523	0.141445467
1732	0.1004320567	0.1413279817
1733	0.1003842913	0.1412515813
1734	0.1003809278	0.1412470236
1735	0.1003484676	0.1411906786
1736	0.1003456838	0.1411864041
1737	0.1003119381	0.1411186414
1738	0.1002785691	0.1410711594
1739	0.1002772623	0.1410617081
1740	0.1002745423	0.1410548377
1741	0.1002506491	0.1410080109
1742	0.100183558	0.1409249736
1743	0.1001824474	0.1409211815
1744	0.1001409196	0.1408629535
1745	0.1001399326	0.1408594272
1746	0.1001086198	0.1408139739
1747	0.1000735192	0.1407667075
1748	0.1000716834	0.1407625732
1749	0.1000369121	0.1407089767
1750	0.1000015976	0.1406494678
1751	0.09991490315	0.1405421814
1752	0.09986107829	0.1404612653
1753	0.09979600762	0.1403807146
1754	0.09975326508	0.1403146646
1755	0.09966775488	0.1402111846
1756	0.09957028211	0.1400821659
1757	0.09956808215	0.1400775241
1758	0.09952569603	0.140014881
1759	0.09949701481	0.1399668331
1760	0.09941429085	0.1398504924
1761	0.09934433292	0.13976603
1762	0.09934159427	0.1397612589
1763	0.09929244351	0.1397095824
1764	0.09926400027	0.1396562786
1765	0.09921354622	0.1395780698
1766	0.09915023772	0.1395118295
1767	0.09908048994	0.1394031481
1768	0.09898207676	0.1392576188
1769	0.09895172637	0.1392090393
1770	0.09889900255	0.1391249754
1771	0.09885912936	0.1390658764
1772	0.09883305062	0.1390259644
1773	0.09876708351	0.1389421606
1774	0.09872473522	0.1388786851
1775	0.09865704564	0.1387992159
1776	0.09863836211	0.1387571601
1777	0.09863655507	0.1387527677
1778	0.09860714622	0.1387095637
1779	0.09852660135	0.1386203273
1780	0.09847095286	0.1385239051
1781	0.09844854599	0.1384882273
1782	0.09844611912	0.1384840894
1783	0.09844213111	0.1384711024
1784	0.0983940864	0.138407057
1785	0.09839377884	0.1384035964
1786	0.09829454715	0.1382798722
1787	0.09817677461	0.138156483
1788	0.09812638801	0.1380782803
1789	0.09812495435	0.138074352
1790	0.09803422813	0.1379540967
1791	0.09803398047	0.1379508267
1792	0.09803416014	0.1379474121
1793	0.09803319371	0.1379442102
1794	0.09801783449	0.1379015055
1795	0.09801602397	0.1378979354
1796	0.09794861195	0.1377784885
1797	0.09794654715	0.1377743891
1798	0.09775760927	0.1375687694
1799	0.09775760673	0.1375659685
1800	0.09767222645	0.1374723264
1801	0.09762812664	0.1374153532
1802	0.09756527434	0.1373379325
1803	0.09756488633	0.1373347341
1804	0.09753567988	0.1372882269
1805	0.09748252533	0.137214149
1806	0.09748071183	0.137210823
1807	0.09742023177	0.1371284252
1808	0.09734660706	0.1370374297
1809	0.09734433927	0.1370328822
1810	0.09731401624	0.1369906407
1811	0.09720540594	0.1368759241
1812	0.09701955626	0.1366415804
1813	0.09699649371	0.136597473
1814	0.09692898564	0.136534354
1815	0.09679733669	0.1363438013
1816	0.09675028236	0.1362865742
1817	0.09671114133	0.1362281633
1818	0.09667150904	0.1361731456
1819	0.09660465247	0.136090972
1820	0.0965289337	0.1360016692
1821	0.09648762926	0.1359427351
1822	0.0964732228	0.1359099089
1823	0.09645933286	0.1358636918
1824	0.09631183296	0.1356915217
1825	0.09628125587	0.1356472416
1826	0.09623222166	0.1355801897
1827	0.09605198204	0.1353766803
1828	0.09598229798	0.1352797961
1829	0.09598085901	0.1352762842
1830	0.09585216804	0.1351051423
1831	0.09584597968	0.1350814221
1832	0.09581337334	0.1350362799
1833	0.09579368994	0.1349978396
1834	0.09569782014	0.1348848583
1835	0.09564640027	0.1348260097
1836	0.0956383433	0.1348071881
1837	0.09556014302	0.1347045749
1838	0.09550416317	0.1346335153
1839	0.09538586302	0.1344679695
1840	0.09535538396	0.1344178501
1841	0.09530182514	0.1343517834
1842	0.09514342753	0.1341419852
1843	0.09511133533	0.1340976935
1844	0.09510109857	0.1340721303
1845	0.09500747607	0.1339732056
1846	0.0949694574	0.1339187493
1847	0.09495925021	0.1339015524
1848	0.09487775542	0.1337939034
1849	0.09481562331	0.1336990503
1850	0.09476760917	0.1336359185
1851	0.09471180783	0.133566392
1852	0.09468916935	0.1335295778
1853	0.09466223658	0.1334689443
1854	0.09465964671	0.1334572838
1855	0.09464633922	0.1334394946
1856	0.09463853916	0.1334231959
1857	0.09461913286	0.1333875026
1858	0.0946194063	0.1333845834
1859	0.09460748167	0.1333635149
1860	0.09460572218	0.1333596032
1861	0.09448672303	0.1332227092
1862	0.09440870066	0.1331279408
1863	0.09440839047	0.1331249465
1864	0.09433674703	0.1330344155
1865	0.09424306983	0.1329007648
1866	0.09418750042	0.1328278429
1867	0.09413596562	0.1327509721
1868	0.09406119063	0.1326654302
1869	0.09394635034	0.132540385
1870	0.09390151212	0.1324687503
1871	0.09383967683	0.1323985955
1872	0.09381220483	0.1323504469
1873	0.09377526548	0.1323001132
1874	0.09369651548	0.1321968823
1875	0.09352204132	0.1319615541
1876	0.09337932607	0.1318112818
1877	0.09331641116	0.1317307911
1878	0.09326347733	0.1316557825
1879	0.09320563636	0.1315764972
1880	0.09310330215	0.1314398552
1881	0.09301294379	0.1313482908
1882	0.09301084509	0.1313432352
1883	0.09291922538	0.1312319948
1884	0.09285629065	0.1311519557
1885	0.09281239852	0.1310864373
1886	0.0927608054	0.1310141136
1887	0.09273391833	0.1309709738
1888	0.09265207326	0.1308514667
1889	0.09252386793	0.1307133189
1890	0.09244086298	0.1306168687
1891	0.0923716595	0.1305392098
1892	0.09234883371	0.1304938464
1893	0.09228571421	0.1304110842
1894	0.09225170509	0.1303594933
1895	0.09219485186	0.1302789157
1896	0.09214741591	0.1302093719
1897	0.09212318535	0.1301498692
1898	0.09206114265	0.1300625018
1899	0.09196260193	0.1299249435
1900	0.09191833306	0.1298640189
1901	0.09187319375	0.1298005074
1902	0.09183517654	0.129738557
1903	0.09182013624	0.129714304
1904	0.09181756801	0.129709327
1905	0.09177408213	0.1296413107
1906	0.09171103638	0.1295468771
1907	0.09162313975	0.1294454784
1908	0.09155555746	0.1293527509
1909	0.09153400998	0.1293222348
1910	0.09143029269	0.129184493
1911	0.09137735207	0.1291201214
1912	0.09137777308	0.1291175367
1913	0.09132303562	0.1290479173
1914	0.0912499542	0.1289509009
1915	0.09116392118	0.1288448262
1916	0.09109272052	0.1287573254
1917	0.09104837186	0.1286923032
1918	0.09096930467	0.1285821548
1919	0.09095703925	0.1285592248
1920	0.09092887196	0.1285164649
1921	0.09093206212	0.1285088638
1922	0.09089433883	0.128449774
1923	0.09089512212	0.1284478336
1924	0.09085557346	0.128403976
1925	0.09080117966	0.1283275963
1926	0.090767389	0.1282688059
1927	0.09070344824	0.1281787286
1928	0.0906456823	0.1280917769
1929	0.09063452069	0.1280579969
1930	0.09061751051	0.1280300793
1931	0.09061175931	0.1280206415
1932	0.09061023135	0.1280185947
1933	0.0905726298	0.1279508367
1934	0.09049141764	0.1278304546
1935	0.09040470219	0.1277339368
1936	0.09032851963	0.127642215
1937	0.09028354586	0.1275775587
1938	0.09027815372	0.1275722298
1939	0.0902524515	0.1275316729
1940	0.09019633729	0.1274462284
1941	0.09019552124	0.1274443398
1942	0.09015008579	0.127384771
1943	0.09014213269	0.1273655466
1944	0.09008207156	0.1272909438
1945	0.09002429473	0.1272005139
1946	0.0899457505	0.1271134271
1947	0.08987240903	0.127013409
1948	0.08983656447	0.1269603691
1949	0.08979297125	0.1269041541
1950	0.08977699731	0.1268769774
1951	0.08972760302	0.1268172905
1952	0.08972134874	0.1268050432
1953	0.08962049733	0.126703117
1954	0.08958480297	0.1266514376
1955	0.0895122684	0.1265379905
1956	0.08945560851	0.126453096
1957	0.08943416452	0.1264194188
1958	0.08935179378	0.1263218286
1959	0.08929219254	0.126250065
1960	0.08926991507	0.1262020055
1961	0.08916867077	0.1260769716
1962	0.08916776102	0.1260747122
1963	0.0890893268	0.1259765962
1964	0.08908901915	0.1259743544
1965	0.0890326971	0.12590891
1966	0.08902236139	0.1258823541
1967	0.08891028848	0.125742312
1968	0.08882433999	0.1256392373
1969	0.08877387304	0.1255695728
1970	0.08874133088	0.1255118221
1971	0.08867628902	0.1254425687
1972	0.08861324358	0.1253489449
1973	0.08856007684	0.1252728505
1974	0.08854611395	0.1252471049
1975	0.08852866141	0.1252156414
1976	0.08848638189	0.1251535527
1977	0.08848557362	0.1251508456
1978	0.08840989655	0.1250508591
1979	0.0883554687	0.1249789844
1980	0.08827273635	0.124864229
1981	0.08825435726	0.1248275554
1982	0.08823352543	0.1248021487
1983	0.08819144543	0.1247335885
1984	0.08813101627	0.1246761218
1985	0.08805395148	0.1245875538
1986	0.08802041427	0.1245425839
1987	0.08795208483	0.1244582172
1988	0.08789704338	0.1243805881
1989	0.08787567618	0.1243442537
1990	0.0878318723	0.1242830051
1991	0.08775548747	0.1241898791
1992	0.0876989772	0.1240997751
1993	0.08769919237	0.1240968825
1994	0.08766552392	0.1240449497
1995	0.08763374456	0.1239793307
1996	0.08759074028	0.1239226505
1997	0.08754502535	0.1238487591
1998	0.08747219527	0.1237418681
1999	0.08734642864	0.1235881559
